cause,effect,custom_id
sports utility vehicle,consumer demand for larger vehicles,request-120-4-0
consumer demand for larger vehicles,resource extraction and processing,request-120-4-1
resource extraction and processing,environmental degradation,request-120-4-2
environmental degradation,climate change,request-120-4-3
fossil fuels,burning of fossil fuels,request-121-0-0
burning of fossil fuels,emission of greenhouse gases,request-121-0-1
emission of greenhouse gases,accumulation of greenhouse gases in atmosphere,request-121-0-2
accumulation of greenhouse gases in atmosphere,enhanced greenhouse effect,request-121-0-3
enhanced greenhouse effect,global temperature rise,request-121-0-4
global temperature rise,climate change,request-121-0-5
fossil fuels,extraction of fossil fuels,request-121-1-0
extraction of fossil fuels,transportation of fossil fuels,request-121-1-1
transportation of fossil fuels,combustion in energy systems,request-121-1-2
combustion in energy systems,release of carbon dioxide,request-121-1-3
release of carbon dioxide,increased atmospheric co₂ levels,request-121-1-4
increased atmospheric co₂ levels,intensified greenhouse warming,request-121-1-5
intensified greenhouse warming,climate change,request-121-1-6
fossil fuels,increased energy consumption from fossil fuels,request-121-2-0
increased energy consumption from fossil fuels,higher emissions of pollutants,request-121-2-1
higher emissions of pollutants,alteration of atmospheric composition,request-121-2-2
alteration of atmospheric composition,disruption of climate patterns,request-121-2-3
disruption of climate patterns,climate change,request-121-2-4
fossil fuels,use in industrial processes,request-121-3-0
use in industrial processes,emission of methane and other greenhouse gases,request-121-3-1
emission of methane and other greenhouse gases,accumulation of these gases,request-121-3-2
accumulation of these gases,amplified greenhouse effect,request-121-3-3
amplified greenhouse effect,rising global temperatures,request-121-3-4
rising global temperatures,climate change,request-121-3-5
fossil fuels,dependence on fossil fuel energy,request-121-4-0
dependence on fossil fuel energy,limited transition to renewable resources,request-121-4-1
limited transition to renewable resources,continued high emissions,request-121-4-2
continued high emissions,atmospheric warming,request-121-4-3
atmospheric warming,climate system imbalances,request-121-4-4
climate system imbalances,climate change,request-121-4-5
human activity,fossil fuel combustion,request-122-0-0
fossil fuel combustion,greenhouse gas emissions,request-122-0-1
greenhouse gas emissions,increased atmospheric co₂,request-122-0-2
increased atmospheric co₂,enhanced greenhouse effect,request-122-0-3
enhanced greenhouse effect,global warming,request-122-0-4
global warming,climate change,request-122-0-5
human activity,deforestation,request-122-1-0
deforestation,reduced carbon sequestration,request-122-1-1
reduced carbon sequestration,increased atmospheric co₂,request-122-1-2
increased atmospheric co₂,enhanced greenhouse effect,request-122-1-3
enhanced greenhouse effect,climate change,request-122-1-4
human activity,industrial processes,request-122-2-0
industrial processes,pollution,request-122-2-1
pollution,aerosol emissions,request-122-2-2
aerosol emissions,atmospheric changes,request-122-2-3
atmospheric changes,climate change,request-122-2-4
human activity,agriculture,request-122-3-0
agriculture,methane emissions,request-122-3-1
methane emissions,increased atmospheric ch₄,request-122-3-2
increased atmospheric ch₄,enhanced greenhouse effect,request-122-3-3
enhanced greenhouse effect,climate change,request-122-3-4
human activity,land-use changes,request-122-4-0
land-use changes,altered albedo,request-122-4-1
altered albedo,changed energy balance,request-122-4-2
changed energy balance,climate change,request-122-4-3
human activity,transportation,request-122-5-0
transportation,fossil fuel use,request-122-5-1
fossil fuel use,emissions,request-122-5-2
emissions,increased greenhouse gas concentrations,request-122-5-3
increased greenhouse gas concentrations,climate change,request-122-5-4
human activity,urbanization,request-122-6-0
urbanization,increased heat absorption,request-122-6-1
increased heat absorption,urban heat islands,request-122-6-2
urban heat islands,altered climate patterns,request-122-6-3
altered climate patterns,climate change,request-122-6-4
human activity,waste management,request-122-7-0
waste management,landfill emissions,request-122-7-1
landfill emissions,methane and other greenhouse gases,request-122-7-2
methane and other greenhouse gases,climate change,request-122-7-3
climate change,habitat loss,request-123-0-0
habitat loss,decreased food sources,request-123-0-1
decreased food sources,species at risk of extinction,request-123-0-2
climate change,ocean acidification,request-123-1-0
ocean acidification,coral reef destruction,request-123-1-1
coral reef destruction,loss of marine habitat,request-123-1-2
loss of marine habitat,species at risk of extinction,request-123-1-3
climate change,temperature rise,request-123-2-0
temperature rise,altered breeding patterns,request-123-2-1
altered breeding patterns,reduced reproduction rates,request-123-2-2
reduced reproduction rates,species at risk of extinction,request-123-2-3
climate change,altered precipitation,request-123-3-0
altered precipitation,increased droughts,request-123-3-1
increased droughts,loss of vegetation,request-123-3-2
loss of vegetation,species at risk of extinction,request-123-3-3
climate change,sea level rise,request-123-4-0
sea level rise,flooding of coastal areas,request-123-4-1
flooding of coastal areas,loss of terrestrial habitat,request-123-4-2
loss of terrestrial habitat,species at risk of extinction,request-123-4-3
climate change,increased frequency of extreme weather events,request-123-5-0
increased frequency of extreme weather events,habitat destruction,request-123-5-1
habitat destruction,population declines,request-123-5-2
population declines,species at risk of extinction,request-123-5-3
climate change,changing migration patterns,request-123-6-0
changing migration patterns,increased mortality during migration,request-123-6-1
increased mortality during migration,reduced population viability,request-123-6-2
reduced population viability,species at risk of extinction,request-123-6-3
climate change,melting polar ice caps,request-123-7-0
melting polar ice caps,loss of ice-dependent species habitat,request-123-7-1
loss of ice-dependent species habitat,species at risk of extinction,request-123-7-2
climate change,disruption of ecosystem balance,request-123-8-0
disruption of ecosystem balance,invasive species proliferation,request-123-8-1
invasive species proliferation,native species decline,request-123-8-2
native species decline,species at risk of extinction,request-123-8-3
excess of co2,increased photosynthesis,request-124-0-0
increased photosynthesis,enhanced carbohydrate synthesis,request-124-0-1
enhanced carbohydrate synthesis,greater cell growth,request-124-0-2
greater cell growth,thickening of plants' leaves,request-124-0-3
excess of co2,improved water use efficiency,request-124-1-0
improved water use efficiency,better nutrient uptake,request-124-1-1
better nutrient uptake,enhanced leaf structural development,request-124-1-2
enhanced leaf structural development,thickening of plants' leaves,request-124-1-3
excess of co2,altered stomatal conductance,request-124-2-0
altered stomatal conductance,reduced transpiration rates,request-124-2-1
reduced transpiration rates,increased leaf turgor,request-124-2-2
increased leaf turgor,thickening of plants' leaves,request-124-2-3
excess of co2,elevated carbon fixation,request-124-3-0
elevated carbon fixation,increased synthesis of cell wall components,request-124-3-1
increased synthesis of cell wall components,thickening of plants' leaves,request-124-3-2
thickening of plants' leaves,reduced gas exchange,request-125-0-0
reduced gas exchange,accumulation of carbon dioxide,request-125-0-1
accumulation of carbon dioxide,suffocation of the plants,request-125-0-2
thickening of plants' leaves,blocked stomata,request-125-1-0
blocked stomata,decreased oxygen intake,request-125-1-1
decreased oxygen intake,suffocation of the plants,request-125-1-2
thickening of plants' leaves,excess water retention,request-125-2-0
excess water retention,root hypoxia,request-125-2-1
root hypoxia,suffocation of the plants,request-125-2-2
co2 emissions,increased atmospheric co2 concentration,request-126-0-0
increased atmospheric co2 concentration,greater absorption of co2 by oceans,request-126-0-1
greater absorption of co2 by oceans,formation of carbonic acid,request-126-0-2
formation of carbonic acid,lowering of ocean ph,request-126-0-3
lowering of ocean ph,ocean acidification,request-126-0-4
co2 emissions,release of greenhouse gases,request-126-1-0
release of greenhouse gases,enhanced greenhouse effect,request-126-1-1
enhanced greenhouse effect,global temperature rise,request-126-1-2
global temperature rise,altered ocean chemistry,request-126-1-3
altered ocean chemistry,ocean acidification,request-126-1-4
co2 emissions,rising carbon dioxide levels,request-126-2-0
rising carbon dioxide levels,increased dissolution of co2 in seawater,request-126-2-1
