cause,effect,custom_id
increased atmospheric co2,greenhouse gas concentrations,request-96-29-4
human activity,mining,request-96-30-0
mining,soil erosion,request-96-30-1
soil erosion,sedimentation in water,request-96-30-2
sedimentation in water,decomposition of organic matter,request-96-30-3
decomposition of organic matter,methane emissions,request-96-30-4
methane emissions,greenhouse gas concentrations,request-96-30-5
human activity,overfishing,request-96-31-0
overfishing,disruption of marine ecosystems,request-96-31-1
disruption of marine ecosystems,reduced ocean carbon sink capacity,request-96-31-2
reduced ocean carbon sink capacity,increased atmospheric co2,request-96-31-3
increased atmospheric co2,greenhouse gas concentrations,request-96-31-4
human activity,nuclear power,request-96-32-0
nuclear power,delayed fossil fuel phaseout,request-96-32-1
delayed fossil fuel phaseout,continued ghg emissions,request-96-32-2
continued ghg emissions,greenhouse gas concentrations,request-96-32-3
human activity,biofuel production,request-96-33-0
biofuel production,landuse change,request-96-33-1
landuse change,release of stored carbon,request-96-33-2
release of stored carbon,greenhouse gas concentrations,request-96-33-3
human activity,space exploration,request-96-34-0
space exploration,rocket launches,request-96-34-1
rocket launches,black carbon emissions,request-96-34-2
black carbon emissions,atmospheric warming,request-96-34-3
atmospheric warming,increased ghg effect,request-96-34-4
increased ghg effect,greenhouse gas concentrations,request-96-34-5
human activity,military activities,request-96-35-0
military activities,fuel consumption and equipment use,request-96-35-1
fuel consumption and equipment use,ghg emissions,request-96-35-2
ghg emissions,greenhouse gas concentrations,request-96-35-3
human activity,fashion industry,request-96-36-0
fashion industry,fast fashion,request-96-36-1
fast fashion,increased manufacturing,request-96-36-2
increased manufacturing,higher energy use,request-96-36-3
higher energy use,more ghg emissions,request-96-36-4
more ghg emissions,greenhouse gas concentrations,request-96-36-5
human activity,dietary choices,request-96-37-0
dietary choices,increased meat consumption,request-96-37-1
increased meat consumption,livestock farming expansion,request-96-37-2
livestock farming expansion,higher methane and n2o emissions,request-96-37-3
higher methane and n2o emissions,greenhouse gas concentrations,request-96-37-4
human activity,urban heat island effect,request-96-38-0
urban heat island effect,increased energy demand for cooling,request-96-38-1
increased energy demand for cooling,higher power plant emissions,request-96-38-2
higher power plant emissions,greenhouse gas concentrations,request-96-38-3
human activity,light pollution,request-96-39-0
light pollution,disruption of natural cycles,request-96-39-1
disruption of natural cycles,impacts on ecosystems,request-96-39-2
impacts on ecosystems,reduced carbon sequestration,request-96-39-3
reduced carbon sequestration,increased atmospheric co2,request-96-39-4
increased atmospheric co2,greenhouse gas concentrations,request-96-39-5
human activity,noise pollution,request-96-40-0
noise pollution,stress on wildlife,request-96-40-1
stress on wildlife,ecosystem degradation,request-96-40-2
ecosystem degradation,reduced carbon sinks,request-96-40-3
reduced carbon sinks,increased atmospheric co2,request-96-40-4
increased atmospheric co2,greenhouse gas concentrations,request-96-40-5
human activity,invasive species introduction,request-96-41-0
invasive species introduction,ecosystem disruption,request-96-41-1
ecosystem disruption,reduced carbon storage,request-96-41-2
reduced carbon storage,increased atmospheric co2,request-96-41-3
increased atmospheric co2,greenhouse gas concentrations,request-96-41-4
human activity,soil pollution,request-96-42-0
soil pollution,reduced soil quality,request-96-42-1
reduced soil quality,lower crop yields,request-96-42-2
lower crop yields,increased synthetic fertilizer use,request-96-42-3
increased synthetic fertilizer use,n2o emissions,request-96-42-4
n2o emissions,greenhouse gas concentrations,request-96-42-5
human activity,water pollution,request-96-43-0
water pollution,eutrophication,request-96-43-1
eutrophication,decomposition of algae,request-96-43-2
decomposition of algae,methane emissions,request-96-43-3
methane emissions,greenhouse gas concentrations,request-96-43-4
human activity,air pollution,request-96-44-0
air pollution,aerosol formation,request-96-44-1
aerosol formation,temporary cooling effect masking ghg warming,request-96-44-2
temporary cooling effect masking ghg warming,delayed reduction efforts,request-96-44-3
delayed reduction efforts,continued high ghg emissions,request-96-44-4
continued high ghg emissions,greenhouse gas concentrations,request-96-44-5
human activity,climate change denial,request-96-45-0
climate change denial,lack of mitigation actions,request-96-45-1
lack of mitigation actions,unabated ghg emissions,request-96-45-2
unabated ghg emissions,greenhouse gas concentrations,request-96-45-3
human activity,insufficient renewable energy transition,request-96-46-0
insufficient renewable energy transition,prolonged fossil fuel dependence,request-96-46-1
prolonged fossil fuel dependence,sustained high ghg emissions,request-96-46-2
sustained high ghg emissions,greenhouse gas concentrations,request-96-46-3
human activity,green technology development,request-96-47-0
green technology development,gradual emissions reduction,request-96-47-1
gradual emissions reduction,slower ghg increase,request-96-47-2
slower ghg increase,greenhouse gas concentrations,request-96-47-3
human activity,geoengineering attempts,request-96-48-0
geoengineering attempts,unintended consequences,request-96-48-1
unintended consequences,potential increased ghg emissions,request-96-48-2
potential increased ghg emissions,greenhouse gas concentrations,request-96-48-3
human activity,education and awareness,request-96-49-0
education and awareness,behavioral changes,request-96-49-1
behavioral changes,reduced emissions,request-96-49-2
reduced emissions,lower greenhouse gas concentrations,request-96-49-3
human activity,policy implementation,request-96-50-0
policy implementation,regulation of emissions,request-96-50-1
regulation of emissions,decreased ghg output,request-96-50-2
decreased ghg output,reduced greenhouse gas concentrations,request-96-50-3
human activity,technological innovation,request-96-51-0
technological innovation,clean energy solutions,request-96-51-1
clean energy solutions,reduced fossil fuel use,request-96-51-2
reduced fossil fuel use,lower ghg emissions,request-96-51-3
lower ghg emissions,reduced greenhouse gas concentrations,request-96-51-4
human activity,international cooperation,request-96-52-0
international cooperation,global emission reduction agreements,request-96-52-1
global emission reduction agreements,collective decrease in ghg emissions,request-96-52-2
collective decrease in ghg emissions,stabilized greenhouse gas concentrations,request-96-52-3
foreign countries,increase demand for agricultural products,request-97-0-0
increase demand for agricultural products,lead to expansion of farming operations in developing nations,request-97-0-1
lead to expansion of farming operations in developing nations,result in widespread clearance of forests for farmland,request-97-0-2
result in widespread clearance of forests for farmland,cause deforestation,request-97-0-3
foreign countries,invest in largescale infrastructure projects in rainforest regions,request-97-1-0
invest in largescale infrastructure projects in rainforest regions,lead to construction of roads and dams,request-97-1-1
lead to construction of roads and dams,facilitate access to remote forest areas,request-97-1-2
