cause,effect,custom_id
extreme weather events damage or destroy habitats,damaged or destroyed habitats lead to loss of food and shelter for species,request-123-2-1
damaged or destroyed habitats lead to loss of food and shelter for species,loss of food and shelter causes decreased survival rates and reproductive success,request-123-2-2
loss of food and shelter causes decreased survival rates and reproductive success,decreased survival rates and reproductive success lead to decreased population sizes,request-123-2-3
decreased survival rates and reproductive success lead to decreased population sizes,decreased population sizes increase the risk of extinction for those species,request-123-2-4
climate change causes changes in ocean currents and upwelling,changes in ocean currents and upwelling alter nutrient availability,request-123-3-0
changes in ocean currents and upwelling alter nutrient availability,altered nutrient availability affects phytoplankton blooms,request-123-3-1
altered nutrient availability affects phytoplankton blooms,changes in phytoplankton blooms impact zooplankton and fish populations,request-123-3-2
changes in phytoplankton blooms impact zooplankton and fish populations,impacts on zooplankton and fish populations lead to disruptions in food chains,request-123-3-3
impacts on zooplankton and fish populations lead to disruptions in food chains,disruptions in food chains result in decreased population sizes of higher trophic level species,request-123-3-4
disruptions in food chains result in decreased population sizes of higher trophic level species,decreased population sizes increase the risk of extinction for those species,request-123-3-5
climate change causes changes in the timing of biological events,changes in phenology lead to mismatches between species' life cycle stages,request-123-4-0
changes in phenology lead to mismatches between species' life cycle stages,mismatches result in decreased reproductive success,request-123-4-1
mismatches result in decreased reproductive success,decreased reproductive success,request-123-4-2
decreased reproductive success,decreased population sizes increase the risk of extinction for those species,request-123-4-3
excess of co2,increased photosynthesis,request-124-0-0
increased photosynthesis,higher production of sugars,request-124-0-1
higher production of sugars,stimulated cell division,request-124-0-2
stimulated cell division,thickening of plants' leaves,request-124-0-3
excess of co2,increased photosynthesis,request-124-1-0
increased photosynthesis,higher production of sugars,request-124-1-1
higher production of sugars,enhanced leaf growth,request-124-1-2
enhanced leaf growth,thickening of plants' leaves,request-124-1-3
excess of co2,increased atmospheric temperature,request-124-2-0
increased atmospheric temperature,faster plant metabolism,request-124-2-1
faster plant metabolism,enhanced leaf growth,request-124-2-2
enhanced leaf growth,thickening of plants' leaves,request-124-2-3
excess of co2,increased atmospheric temperature,request-124-3-0
increased atmospheric temperature,increased water use efficiency,request-124-3-1
increased water use efficiency,improved plant health,request-124-3-2
improved plant health,thickening of plants' leaves,request-124-3-3
thickening of plants' leaves,increased leaf surface area,request-125-0-0
increased leaf surface area,reduced air circulation,request-125-0-1
reduced air circulation,increased humidity,request-125-0-2
increased humidity,fungal growth,request-125-0-3
fungal growth,spread of disease,request-125-0-4
spread of disease,plants' leaves become damaged,request-125-0-5
plants' leaves become damaged,reduced photosynthesis,request-125-0-6
reduced photosynthesis,plants' leaves turn yellow,request-125-0-7
plants' leaves turn yellow,plants' roots stop receiving nutrients,request-125-0-8
plants' roots stop receiving nutrients,suffocation of the plants,request-125-0-9
thickening of plants' leaves,increased leaf surface area,request-125-1-0
increased leaf surface area,reduced sunlight penetration,request-125-1-1
reduced sunlight penetration,decreased plant growth,request-125-1-2
decreased plant growth,plants' roots cannot support the weight,request-125-1-3
plants' roots cannot support the weight,plants topple over,request-125-1-4
plants topple over,soil compaction,request-125-1-5
soil compaction,restricted oxygen supply,request-125-1-6
restricted oxygen supply,suffocation of the plants,request-125-1-7
thickening of plants' leaves,increased leaf surface area,request-125-2-0
increased leaf surface area,increased water retention,request-125-2-1
increased water retention,waterlogging of soil,request-125-2-2
waterlogging of soil,lack of oxygen in soil,request-125-2-3
lack of oxygen in soil,roots unable to respire,request-125-2-4
roots unable to respire,suffocation of the plants,request-125-2-5
co2 emissions,increased atmospheric co2 concentration,request-126-0-0
increased atmospheric co2 concentration,enhanced greenhouse effect,request-126-0-1
enhanced greenhouse effect,rising global temperatures,request-126-0-2
rising global temperatures,increased ocean temperatures,request-126-0-3
increased ocean temperatures,reduced ocean's ability to absorb co2,request-126-0-4
reduced ocean's ability to absorb co2,decreased ocean alkalinity,request-126-0-5
decreased ocean alkalinity,ocean acidification,request-126-0-6
co2 emissions,increased atmospheric co2 concentration,request-126-1-0
increased atmospheric co2 concentration,enhanced greenhouse effect,request-126-1-1
enhanced greenhouse effect,rising global temperatures,request-126-1-2
rising global temperatures,increased ocean temperatures,request-126-1-3
increased ocean temperatures,reduced ocean's ability to absorb co2,request-126-1-4
reduced ocean's ability to absorb co2,increased co2 dissolution in ocean,request-126-1-5
increased co2 dissolution in ocean,formation of carbonic acid,request-126-1-6
formation of carbonic acid,dissociation of carbonic acid,request-126-1-7
dissociation of carbonic acid,release of hydrogen ions,request-126-1-8
release of hydrogen ions,ocean acidification,request-126-1-9
co2 emissions,increased atmospheric co2 concentration,request-126-2-0
increased atmospheric co2 concentration,enhanced greenhouse effect,request-126-2-1
enhanced greenhouse effect,rising global temperatures,request-126-2-2
rising global temperatures,increased ocean temperatures,request-126-2-3
increased ocean temperatures,reduced ocean's ability to absorb co2,request-126-2-4
reduced ocean's ability to absorb co2,increased co2 dissolution in ocean,request-126-2-5
increased co2 dissolution in ocean,formation of carbonic acid,request-126-2-6
formation of carbonic acid,dissociation of carbonic acid,request-126-2-7
dissociation of carbonic acid,release of hydrogen ions,request-126-2-8
release of hydrogen ions,decreased ph of ocean,request-126-2-9
decreased ph of ocean,ocean acidification,request-126-2-10
increase in co2,rise in atmospheric co2 concentration,request-127-0-0
rise in atmospheric co2 concentration,increased co2 absorption by oceans,request-127-0-1
increased co2 absorption by oceans,formation of carbonic acid in seawater,request-127-0-2
formation of carbonic acid in seawater,dissociation of carbonic acid,request-127-0-3
dissociation of carbonic acid,release of hydrogen ions,request-127-0-4
release of hydrogen ions,decrease in seawater ph,request-127-0-5
decrease in seawater ph,ocean acidification,request-127-0-6
increase in co2,rise in atmospheric co2 concentration,request-127-1-0
rise in atmospheric co2 concentration,increased co2 absorption by oceans,request-127-1-1
increased co2 absorption by oceans,formation of carbonic acid in seawater,request-127-1-2
formation of carbonic acid in seawater,dissociation of carbonic acid,request-127-1-3
dissociation of carbonic acid,release of hydrogen ions,request-127-1-4
release of hydrogen ions,decrease in the concentration of carbonate ions,request-127-1-5
decrease in the concentration of carbonate ions,ocean acidification,request-127-1-6
increase in co2,rise in atmospheric co2 concentration,request-127-2-0
